File name,Platform,Protocol
LV7009026469-LV7000631894-CGG3-017488_310pM_S363_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026469-LV7000631894-CGG3-017488_310pM_rep_S591_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026469-LV7000631894-CGG3-017488_310pM_rep_S591_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_110pM_S51_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_110pM_S51_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_110pM_rep_S431_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_110pM_rep_S431_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_160pM_S127_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_160pM_S127_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_210pM_S203_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_210pM_S203_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_210pM_rep_S507_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_210pM_rep_S507_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_260pM_S279_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_260pM_S279_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_310pM_S355_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_310pM_S355_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_310pM_rep_S583_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026470-LV7001308245-CGG3-017439_310pM_rep_S583_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_110pM_S44_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_110pM_S44_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_110pM_rep_S424_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_110pM_rep_S424_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_160pM_S120_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_160pM_S120_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_210pM_S196_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_210pM_S196_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_210pM_rep_S500_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_210pM_rep_S500_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_260pM_S272_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_260pM_S272_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_310pM_S348_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_310pM_S348_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_310pM_rep_S576_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026471-LV7005010689-LV3005272702_310pM_rep_S576_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_110pM_S36_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_110pM_S36_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_110pM_rep_S416_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_110pM_rep_S416_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_160pM_S112_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_160pM_S112_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_210pM_S188_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_210pM_S188_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_210pM_rep_S492_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_210pM_rep_S492_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_260pM_S264_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_260pM_S264_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_310pM_S340_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_310pM_S340_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_310pM_rep_S568_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026472-LV7005010659-LV3005273280_310pM_rep_S568_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_110pM_S28_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_110pM_S28_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_110pM_rep_S408_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_110pM_rep_S408_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_160pM_S104_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_160pM_S104_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_210pM_S180_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_210pM_S180_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_210pM_rep_S484_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_210pM_rep_S484_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_260pM_S256_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_260pM_S256_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_310pM_S332_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_310pM_S332_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_310pM_rep_S560_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026473-LV7005010700-LV3005273263_310pM_rep_S560_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_110pM_S20_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_110pM_S20_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_110pM_rep_S400_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_110pM_rep_S400_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_160pM_S96_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_160pM_S96_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_210pM_S172_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_210pM_S172_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_210pM_rep_S476_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_210pM_rep_S476_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_260pM_S248_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_260pM_S248_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_310pM_S324_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_310pM_S324_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_310pM_rep_S552_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026474-LV7005010670-LV3005273255_310pM_rep_S552_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_110pM_S12_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_110pM_S12_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_110pM_rep_S392_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_110pM_rep_S392_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_160pM_S88_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_160pM_S88_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_210pM_S164_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_210pM_S164_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_210pM_rep_S468_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_210pM_rep_S468_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_260pM_S240_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_260pM_S240_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_310pM_S316_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_310pM_S316_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_310pM_rep_S544_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026475-LV7005010709-LV3005273258_310pM_rep_S544_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_110pM_S4_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_110pM_S4_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_110pM_rep_S384_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_110pM_rep_S384_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_160pM_S80_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_160pM_S80_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_210pM_S156_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_210pM_S156_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_210pM_rep_S460_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_210pM_rep_S460_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_260pM_S232_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_260pM_S232_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_310pM_S308_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_310pM_S308_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_310pM_rep_S536_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026476-LV7005010710-LV3005273232_310pM_rep_S536_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_110pM_S76_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_110pM_S76_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_110pM_rep_S456_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_110pM_rep_S456_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_160pM_S152_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_160pM_S152_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_210pM_S228_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_210pM_S228_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_210pM_rep_S532_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_210pM_rep_S532_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_260pM_S304_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_260pM_S304_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_310pM_S380_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_310pM_S380_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_310pM_rep_S608_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026479-LV7005225633-CGG3-017592_310pM_rep_S608_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_110pM_S68_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_110pM_S68_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_110pM_rep_S448_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_110pM_rep_S448_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_160pM_S144_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_160pM_S144_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_210pM_S220_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_210pM_S220_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_210pM_rep_S524_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_210pM_rep_S524_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_260pM_S296_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_260pM_S296_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_310pM_S372_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_310pM_S372_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_310pM_rep_S600_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026480-LV7000631922-CGG3-017460_310pM_rep_S600_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_110pM_S60_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_110pM_S60_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_110pM_rep_S440_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_110pM_rep_S440_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_160pM_S136_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_160pM_S136_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_210pM_S212_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_210pM_S212_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_210pM_rep_S516_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_210pM_rep_S516_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_260pM_S288_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_260pM_S288_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_310pM_S364_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_310pM_S364_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_310pM_rep_S592_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026481-LV7000631887-CGG3-017493_310pM_rep_S592_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_110pM_S52_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_110pM_S52_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_110pM_rep_S432_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_110pM_rep_S432_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_160pM_S128_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_160pM_S128_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_210pM_S204_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_210pM_S204_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_210pM_rep_S508_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_210pM_rep_S508_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_260pM_S280_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_260pM_S280_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_310pM_S356_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_310pM_S356_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_310pM_rep_S584_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026482-LV7001308272-CGG3-017456_310pM_rep_S584_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_110pM_S45_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_110pM_S45_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_110pM_rep_S425_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_110pM_rep_S425_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_160pM_S121_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_160pM_S121_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_210pM_S197_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_210pM_S197_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_210pM_rep_S501_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_210pM_rep_S501_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_260pM_S273_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_260pM_S273_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_310pM_S349_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_310pM_S349_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_310pM_rep_S577_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026483-LV7005010673-LV3005272703_310pM_rep_S577_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_110pM_S37_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_110pM_S37_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_110pM_rep_S417_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_110pM_rep_S417_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_160pM_S113_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_160pM_S113_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_210pM_S189_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_210pM_S189_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_210pM_rep_S493_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_210pM_rep_S493_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_260pM_S265_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_260pM_S265_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_310pM_S341_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_310pM_S341_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_310pM_rep_S569_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026484-LV7005010699-LV3005272684_310pM_rep_S569_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_110pM_S29_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_110pM_S29_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_110pM_rep_S409_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_110pM_rep_S409_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_160pM_S105_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_160pM_S105_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_210pM_S181_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_210pM_S181_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_210pM_rep_S485_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_210pM_rep_S485_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_260pM_S257_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_260pM_S257_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_310pM_S333_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_310pM_S333_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_310pM_rep_S561_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026485-LV7005010668-LV3005273256_310pM_rep_S561_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_110pM_S21_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_110pM_S21_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_110pM_rep_S401_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_110pM_rep_S401_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_160pM_S97_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_160pM_S97_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_210pM_S173_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_210pM_S173_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_210pM_rep_S477_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_210pM_rep_S477_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_260pM_S249_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_260pM_S249_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_310pM_S325_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_310pM_S325_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_310pM_rep_S553_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026486-LV7005010663-LV3005273278_310pM_rep_S553_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_110pM_S13_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_110pM_S13_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_110pM_rep_S393_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_110pM_rep_S393_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_160pM_S89_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_160pM_S89_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_210pM_S165_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_210pM_S165_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026487-LV7005010672-LV3005273271_210pM_rep_S469_L007_R1_001.fastq.gz,NovaSeqX,Double
